match,team,jersey,player,top_speed_kmh
SWE V TUN,Sweden,9,Alexander ISAK,32.6
SWE V TUN,Sweden,10,Benjamin NYGREN,31.5
SWE V TUN,Sweden,11,Anthony ELANGA,31.1
SWE V TUN,Sweden,16,Jesper KARLSTROM,29.6
SWE V TUN,Sweden,17,Viktor GYOKERES,32.4
SWE V TUN,Sweden,18,Yasin AYARI,29.3
SWE V TUN,Sweden,19,Mattias SVANBERG,26.4
SWE V TUN,Sweden,21,Alexander BERNHARDSSON,30.6
SWE V TUN,Sweden,23,Kristoffer NORDFELDT,25.0
SWE V TUN,Sweden,24,Elliot STROUD,32.8
SWE V TUN,Tunisia,1,Mouhib CHAMAKH,21.3
SWE V TUN,Tunisia,2,Ali ABDI,33.9
SWE V TUN,Tunisia,3,Montassar TALBI,30.4
SWE V TUN,Tunisia,4,Omar REKIK,30.7
SWE V TUN,Tunisia,7,Elias ACHOURI,30.3
SWE V TUN,Tunisia,8,Elias SAAD,32.1
SWE V TUN,Tunisia,10,Hannibal MEJBRI,31.7
SWE V TUN,Tunisia,11,Ismael GHARBI,27.5
SWE V TUN,Tunisia,13,Rani KHEDIRA,26.4
SWE V TUN,Tunisia,15,Mohamed HADJ MAHMOUD,31.0
SWE V TUN,Tunisia,17,Ellyes SKHIRI,28.3
SWE V TUN,Tunisia,19,Firas CHAOUAT,31.6
SWE V TUN,Tunisia,20,Yan VALERY,31.0
SWE V TUN,Tunisia,21,Mohamed Amine BEN HMIDA,32.2
SWE V TUN,Tunisia,25,Anis SLIMANE,28.5
SWE V TUN,Tunisia,26,Sebastian TOUNEKTI,27.2
TUN V JPN,Japan,1,Zion SUZUKI,25.7
TUN V JPN,Japan,2,Yukinari SUGAWARA,32.6
TUN V JPN,Japan,4,Kou ITAKURA,30.9
TUN V JPN,Japan,7,Ao TANAKA,32.0
TUN V JPN,Japan,9,Keisuke GOTO,31.1
TUN V JPN,Japan,10,Ritsu DOAN,31.3
TUN V JPN,Japan,13,Keito NAKAMURA,33.1
TUN V JPN,Japan,14,Junya ITO,33.0
TUN V JPN,Japan,15,Daichi KAMADA,27.7
TUN V JPN,Japan,17,Yuito SUZUKI,33.6
TUN V JPN,Japan,18,Ayase UEDA,32.5
TUN V JPN,Japan,20,Ayumu SEKO,26.5
TUN V JPN,Japan,21,Hiroki ITO,30.0
TUN V JPN,Japan,22,Takehiro TOMIYASU,28.4
TUN V JPN,Japan,24,Kaishu SANO,31.1
TUN V JPN,Japan,25,Junnosuke SUZUKI,28.6
TUN V JPN,Tunisia,2,Ali ABDI,34.8
TUN V JPN,Tunisia,3,Montassar TALBI,29.2
TUN V JPN,Tunisia,4,Omar REKIK,30.0
TUN V JPN,Tunisia,6,Dylan BRONN,27.8
TUN V JPN,Tunisia,7,Elias ACHOURI,29.9
TUN V JPN,Tunisia,8,Elias SAAD,32.3
TUN V JPN,Tunisia,10,Hannibal MEJBRI,31.1
TUN V JPN,Tunisia,11,Ismael GHARBI,31.0
TUN V JPN,Tunisia,13,Rani KHEDIRA,28.7
TUN V JPN,Tunisia,16,Aymen DAHMEN,19.0
TUN V JPN,Tunisia,17,Ellyes SKHIRI,29.5
TUN V JPN,Tunisia,19,Firas CHAOUAT,31.6
TUN V JPN,Tunisia,20,Yan VALERY,32.5
TUN V JPN,Tunisia,21,Mohamed Amine BEN HMIDA,32.9
TUN V JPN,Tunisia,25,Anis SLIMANE,30.3
TUN V JPN,Tunisia,26,Sebastian TOUNEKTI,32.9
TUN V NED,Netherlands,1,Bart VERBRUGGEN,22.0
TUN V NED,Netherlands,4,Virgil VAN DIJK,31.5
TUN V NED,Netherlands,5,Nathan AKE,32.6
TUN V NED,Netherlands,6,Jan Paul VAN HECKE,30.9
TUN V NED,Netherlands,7,Justin KLUIVERT,30.1
TUN V NED,Netherlands,8,Ryan GRAVENBERCH,29.5
TUN V NED,Netherlands,10,Memphis DEPAY,29.7
TUN V NED,Netherlands,11,Cody GAKPO,29.6
TUN V NED,Netherlands,14,Tijjani REIJNDERS,28.6
TUN V NED,Netherlands,17,Noa LANG,26.1
TUN V NED,Netherlands,18,Donyell MALEN,30.2
TUN V NED,Netherlands,19,Brian BROBBEY,33.6
TUN V NED,Netherlands,20,Teun KOOPMEINERS,25.6
TUN V NED,Netherlands,21,Frenkie DE JONG,30.1
TUN V NED,Netherlands,22,Denzel DUMFRIES,32.9
TUN V NED,Netherlands,24,Crysencio SUMMERVILLE,29.2
TUN V NED,Tunisia,2,Ali ABDI,32.3
TUN V NED,Tunisia,3,Montassar TALBI,30.6
TUN V NED,Tunisia,7,Elias ACHOURI,30.3
TUN V NED,Tunisia,9,Hazem MASTOURI,34.8
TUN V NED,Tunisia,10,Hannibal MEJBRI,31.3
TUN V NED,Tunisia,11,Ismael GHARBI,31.0
TUN V NED,Tunisia,12,Mortadha BEN OUANES,28.6
TUN V NED,Tunisia,13,Rani KHEDIRA,28.1
TUN V NED,Tunisia,15,Mohamed HADJ MAHMOUD,29.8
TUN V NED,Tunisia,16,Aymen DAHMEN,19.7
TUN V NED,Tunisia,17,Ellyes SKHIRI,31.2
TUN V NED,Tunisia,19,Firas CHAOUAT,34.4
TUN V NED,Tunisia,20,Yan VALERY,33.1
TUN V NED,Tunisia,21,Mohamed Amine BEN HMIDA,33.8
TUN V NED,Tunisia,25,Anis SLIMANE,30.3
TUN V NED,Tunisia,26,Sebastian TOUNEKTI,29.0
TUR V PAR,Paraguay,2,Gustavo VELAZQUEZ,29.4
TUR V PAR,Paraguay,3,Omar ALDERETE,30.2
TUR V PAR,Paraguay,4,Juan Jose CACERES,28.9
TUR V PAR,Paraguay,6,Junior ALONSO,31.3
TUR V PAR,Paraguay,8,Diego GOMEZ,28.6
TUR V PAR,Paraguay,10,Miguel ALMIRON,32.3
TUR V PAR,Paraguay,12,Orlando GILL,24.6
TUR V PAR,Paraguay,13,Jose CANALE,28.7
TUR V PAR,Paraguay,14,Andres CUBAS,29.9
TUR V PAR,Paraguay,15,Gustavo GOMEZ,30.8
TUR V PAR,Paraguay,16,Damian BOBADILLA,27.5
TUR V PAR,Paraguay,19,Julio ENCISO,33.9
TUR V PAR,Paraguay,21,Gabriel AVALOS,23.3
TUR V PAR,Paraguay,23,Matias GALARZA,30.7
TUR V PAR,Paraguay,25,Isidro PITTA,33.6
TUR V PAR,Paraguay,26,Alexandro MAIDANA,29.1
TUR V PAR,Türkiye,3,Merih DEMIRAL,32.7
TUR V PAR,Türkiye,6,Orkun KOKCU,31.1
TUR V PAR,Türkiye,7,Kerem AKTURKOGLU,32.4
TUR V PAR,Türkiye,8,Arda GULER,30.4
TUR V PAR,Türkiye,9,Deniz GUL,30.1
TUR V PAR,Türkiye,10,Hakan CALHANOGLU,30.1
TUR V PAR,Türkiye,11,Kenan YILDIZ,31.8
TUR V PAR,Türkiye,13,Eren ELMALI,32.4
TUR V PAR,Türkiye,14,Abdulkerim BARDAKCI,31.5
TUR V PAR,Türkiye,16,Ismail YUKSEK,30.0
TUR V PAR,Türkiye,18,Mert MULDUR,31.5
TUR V PAR,Türkiye,19,Yunus AKGUN,31.3
TUR V PAR,Türkiye,20,Ferdi KADIOGLU,30.7
TUR V PAR,Türkiye,21,Baris Alper YILMAZ,31.7
TUR V PAR,Türkiye,23,Ugurcan CAKIR,28.8
TUR V PAR,Türkiye,26,Can UZUN,28.5
TUR v USA,Türkiye,2,Zeki CELIK,33.0
TUR v USA,Türkiye,4,Caglar SOYUNCU,24.2
TUR v USA,Türkiye,5,Salih OZCAN,28.6
TUR v USA,Türkiye,6,Orkun KOKCU,31.3
TUR v USA,Türkiye,8,Arda GULER,29.2
TUR v USA,Türkiye,11,Kenan YILDIZ,30.8
TUR v USA,Türkiye,13,Eren ELMALI,34.8
TUR v USA,Türkiye,14,Abdulkerim BARDAKCI,31.0
TUR v USA,Türkiye,15,Ozan KABAK,30.8
TUR v USA,Türkiye,17,Irfan Can KAHVECI,32.6
TUR v USA,Türkiye,18,Mert MULDUR,27.5
TUR v USA,Türkiye,21,Baris Alper YILMAZ,34.6
TUR v USA,Türkiye,22,Kaan AYHAN,30.6
TUR v USA,Türkiye,23,Ugurcan CAKIR,20.8
TUR v USA,Türkiye,24,Oguz AYDIN,34.5
TUR v USA,Türkiye,26,Can UZUN,24.7
TUR v USA,USA,1,Matt TURNER,28.3
TUR v USA,USA,2,Sergino DEST,32.9
TUR v USA,USA,6,Auston TRUSTY,31.9
TUR v USA,USA,7,Giovanni REYNA,27.3
TUR v USA,USA,8,Weston McKENNIE,31.3
TUR v USA,USA,9,Ricardo PEPI,31.4
TUR v USA,USA,10,Christian PULISIC,32.4
TUR v USA,USA,11,Brenden AARONSON,32.4
TUR v USA,USA,12,Miles ROBINSON,34.3
TUR v USA,USA,14,Sebastian BERHALTER,30.7
TUR v USA,USA,16,Alex FREEMAN,29.8
TUR v USA,USA,17,Malik TILLMAN,26.8
TUR v USA,USA,21,Timothy WEAH,31.1
TUR v USA,USA,22,Mark McKENZIE,33.0
TUR v USA,USA,23,Joe SCALLY,31.8
TUR v USA,USA,26,Alex ZENDEJAS,27.9
URU V CPV,Cabo Verde,1,VOZINHA,21.3
URU V CPV,Cabo Verde,3,DINEY BORGES,31.8
URU V CPV,Cabo Verde,4,PICO LOPES,35.0
URU V CPV,Cabo Verde,6,KEVIN PINA,30.0
URU V CPV,Cabo Verde,9,GILSON BENCHIMOL,33.2
URU V CPV,Cabo Verde,10,JAMIRO MONTEIRO,29.7
URU V CPV,Cabo Verde,11,GARRY RODRIGUES,30.5
URU V CPV,Cabo Verde,13,SIDNY LOPES CABRAL,33.5
URU V CPV,Cabo Verde,14,DEROY DUARTE,30.0
URU V CPV,Cabo Verde,15,LAROS DUARTE,29.3
URU V CPV,Cabo Verde,16,YANNICK SEMEDO,27.4
URU V CPV,Cabo Verde,18,TELMO ARCANJO,32.0
URU V CPV,Cabo Verde,20,RYAN MENDES,33.8
URU V CPV,Cabo Verde,21,NUNO DA COSTA,30.4
URU V CPV,Cabo Verde,22,STEVEN MOREIRA,30.6
URU V CPV,Cabo Verde,26,HELIO VARELA,32.2
URU V CPV,Uruguay,3,Sebastian CACERES,30.9
URU V CPV,Uruguay,5,Manuel UGARTE,29.2
URU V CPV,Uruguay,6,Rodrigo BENTANCUR,31.5
URU V CPV,Uruguay,7,Nicolas DE LA CRUZ,29.9
URU V CPV,Uruguay,8,Federico VALVERDE,33.6
URU V CPV,Uruguay,9,Darwin NUNEZ,34.6
URU V CPV,Uruguay,13,Guillermo VARELA,32.4
URU V CPV,Uruguay,14,Agustin CANOBBIO,32.7
URU V CPV,Uruguay,16,Mathias OLIVERA,28.3
URU V CPV,Uruguay,18,Brian RODRIGUEZ,34.9
URU V CPV,Uruguay,20,Maxi ARAUJO,32.2
URU V CPV,Uruguay,21,Federico VINAS,32.2
URU V CPV,Uruguay,23,Fernando MUSLERA,25.6
URU V CPV,Uruguay,25,Juan Manuel SANABRIA,32.0
URU V ESP,Spain,5,Marcos LLORENTE,31.8
URU V ESP,Spain,6,Mikel MERINO,26.9
URU V ESP,Spain,7,Ferran TORRES,30.6
URU V ESP,Spain,8,Fabian RUIZ,30.1
URU V ESP,Spain,10,Dani OLMO,28.8
URU V ESP,Spain,11,Yeremy PINO,30.7
URU V ESP,Spain,14,Aymeric LAPORTE,28.3
URU V ESP,Spain,15,Alex BAENA,33.5
URU V ESP,Spain,16,RODRI,27.9
URU V ESP,Spain,17,Nico WILLIAMS,31.5
URU V ESP,Spain,19,Lamine YAMAL,31.4
URU V ESP,Spain,20,PEDRI,27.0
URU V ESP,Spain,21,Mikel OYARZABAL,30.1
URU V ESP,Spain,22,Pau CUBARSI,31.3
URU V ESP,Spain,23,Unai SIMON,25.7
URU V ESP,Spain,24,Marc CUCURELLA,31.1
URU V ESP,Uruguay,1,Sergio ROCHET,28.2
URU V ESP,Uruguay,3,Sebastian CACERES,33.0
URU V ESP,Uruguay,5,Manuel UGARTE,29.4
URU V ESP,Uruguay,6,Rodrigo BENTANCUR,32.6
URU V ESP,Uruguay,7,Nicolas DE LA CRUZ,29.6
URU V ESP,Uruguay,8,Federico VALVERDE,34.9
URU V ESP,Uruguay,9,Darwin NUNEZ,34.8
URU V ESP,Uruguay,13,Guillermo VARELA,32.8
URU V ESP,Uruguay,14,Agustin CANOBBIO,33.4
URU V ESP,Uruguay,16,Mathias OLIVERA,28.4
URU V ESP,Uruguay,18,Brian RODRIGUEZ,29.2
URU V ESP,Uruguay,20,Maxi ARAUJO,31.5
URU V ESP,Uruguay,21,Federico VINAS,29.1
URU V ESP,Uruguay,23,Fernando MUSLERA,18.7
URU V ESP,Uruguay,25,Juan Manuel SANABRIA,32.0
USA V AUS,Australia,3,Alessandro CIRCATI,33.4
USA V AUS,Australia,4,Jacob ITALIANO,32.5
USA V AUS,Australia,5,Jordan BOS,33.4
USA V AUS,Australia,6,Jason GERIA,31.6
USA V AUS,Australia,7,Mathew LECKIE,32.4
USA V AUS,Australia,8,Connor METCALFE,32.3
USA V AUS,Australia,9,Mohamed TOURE,32.2
USA V AUS,Australia,13,Aiden ONEILL,29.3
USA V AUS,Australia,17,Nestory IRANKUNDA,34.8
USA V AUS,Australia,18,Patrick BEACH,17.5
USA V AUS,Australia,19,Harry SOUTTAR,30.7
USA V AUS,Australia,20,Cristian VOLPATO,28.4
USA V AUS,Australia,21,Cameron BURGESS,28.5
USA V AUS,Australia,22,Jackson IRVINE,27.9
USA V AUS,Australia,23,Nishan VELUPILLAY,31.0
USA V AUS,Australia,24,Paul OKON,32.5
USA V AUS,USA,2,Sergino DEST,32.5
USA V AUS,USA,3,Chris RICHARDS,30.6
USA V AUS,USA,4,Tyler ADAMS,31.4
USA V AUS,USA,5,Antonee ROBINSON,32.9
USA V AUS,USA,6,Auston TRUSTY,29.1
USA V AUS,USA,7,Giovanni REYNA,21.9
USA V AUS,USA,8,Weston McKENNIE,32.4
USA V AUS,USA,9,Ricardo PEPI,33.2
USA V AUS,USA,13,Tim REAM,29.7
USA V AUS,USA,14,Sebastian BERHALTER,27.2
USA V AUS,USA,16,Alex FREEMAN,33.5
USA V AUS,USA,17,Malik TILLMAN,32.1
USA V AUS,USA,19,Haji WRIGHT,31.2
USA V AUS,USA,20,Folarin BALOGUN,33.9
USA V AUS,USA,23,Joe SCALLY,30.3
USA V AUS,USA,24,Matt FREESE,24.6
USA V PAR,Paraguay,2,Gustavo VELAZQUEZ,31.3
USA V PAR,Paraguay,3,Omar ALDERETE,30.3
USA V PAR,Paraguay,4,Juan Jose CACERES,32.0
USA V PAR,Paraguay,6,Junior ALONSO,29.5
USA V PAR,Paraguay,7,Ramon SOSA,26.1
USA V PAR,Paraguay,8,Diego GOMEZ,31.6
USA V PAR,Paraguay,9,Antonio SANABRIA,29.2
USA V PAR,Paraguay,10,Miguel ALMIRON,29.3
USA V PAR,Paraguay,11,MAURICIO,27.6
USA V PAR,Paraguay,12,Orlando GILL,21.9
USA V PAR,Paraguay,14,Andres CUBAS,30.1
USA V PAR,Paraguay,15,Gustavo GOMEZ,30.7
USA V PAR,Paraguay,16,Damian BOBADILLA,30.2
USA V PAR,Paraguay,17,Alejandro ROMERO GAMARRA,23.5
USA V PAR,Paraguay,18,Alex ARCE,30.1
USA V PAR,Paraguay,19,Julio ENCISO,33.3
USA V PAR,USA,2,Sergino DEST,32.3
USA V PAR,USA,3,Chris RICHARDS,30.6
USA V PAR,USA,4,Tyler ADAMS,30.5
USA V PAR,USA,5,Antonee ROBINSON,34.0
USA V PAR,USA,7,Giovanni REYNA,25.5
USA V PAR,USA,8,Weston McKENNIE,31.7
USA V PAR,USA,9,Ricardo PEPI,30.8
USA V PAR,USA,10,Christian PULISIC,31.6
USA V PAR,USA,13,Tim REAM,30.5
USA V PAR,USA,14,Sebastian BERHALTER,31.0
USA V PAR,USA,16,Alex FREEMAN,29.0
USA V PAR,USA,17,Malik TILLMAN,30.5
USA V PAR,USA,20,Folarin BALOGUN,30.8
USA V PAR,USA,21,Timothy WEAH,28.4
USA V PAR,USA,24,Matt FREESE,21.5
UZB V COL,Colombia,2,Daniel MUNOZ,30.2
UZB V COL,Colombia,3,Jhon LUCUMI,32.9
UZB V COL,Colombia,5,Kevin CASTANO,27.2
UZB V COL,Colombia,6,Richard RIOS,28.9
UZB V COL,Colombia,7,Luis DIAZ,34.6
UZB V COL,Colombia,10,James RODRIGUEZ,26.2
UZB V COL,Colombia,11,Jhon ARIAS,30.2
UZB V COL,Colombia,12,Camilo VARGAS,22.5
UZB V COL,Colombia,14,Gustavo PUERTA,29.3
UZB V COL,Colombia,16,Jefferson LERMA,32.3
UZB V COL,Colombia,17,Johan MOJICA,33.8
UZB V COL,Colombia,19,Cucho HERNANDEZ,32.3
UZB V COL,Colombia,21,Jaminton CAMPAZ,26.1
UZB V COL,Colombia,23,Davinson SANCHEZ,31.8
UZB V COL,Colombia,25,Luis SUAREZ,33.3
UZB V COL,Colombia,26,Andres GOMEZ,28.4
UZB V COL,Uzbekistan,1,Utkir YUSUPOV,22.5
UZB V COL,Uzbekistan,2,Abdukodir KHUSANOV,36.5
UZB V COL,Uzbekistan,4,Farrukh SAYFIEV,30.6
UZB V COL,Uzbekistan,5,Rustam ASHURMATOV,30.3
UZB V COL,Uzbekistan,6,Akmal MOZGOVOY,28.3
UZB V COL,Uzbekistan,7,Otabek SHUKUROV,28.5
UZB V COL,Uzbekistan,11,Oston URUNOV,30.4
UZB V COL,Uzbekistan,13,Sherzod NASRULLAEV,26.6
UZB V COL,Uzbekistan,14,Eldor SHOMURODOV,30.2
UZB V COL,Uzbekistan,17,Dostonbek KHAMDAMOV,32.3
UZB V COL,Uzbekistan,18,Abdulla ABDULLAEV,30.3
UZB V COL,Uzbekistan,20,Azizbek AMONOV,30.1
UZB V COL,Uzbekistan,21,Igor SERGEEV,27.0
UZB V COL,Uzbekistan,22,Abbosbek FAYZULLAEV,33.9
UZB V COL,Uzbekistan,24,Behruzjon KARIMOV,32.2
UZB V COL,Uzbekistan,26,Jakhongir UROZOV,30.8
