match,team,jersey,player,top_speed_kmh
IRQ V NOR,Iraq,3,HUSSEIN ALI,31.7
IRQ V NOR,Iraq,4,ZAID TAHSEEN,31.9
IRQ V NOR,Iraq,5,AKAM HASHIM,31.4
IRQ V NOR,Iraq,8,IBRAHIM BAYESH,31.9
IRQ V NOR,Iraq,9,ALI ALHAMADI,33.5
IRQ V NOR,Iraq,16,AMIR ALAMMARI,30.2
IRQ V NOR,Iraq,17,ALI JASIM,28.9
IRQ V NOR,Iraq,18,AYMEN HUSSEIN,29.7
IRQ V NOR,Iraq,23,MERCHAS DOSKI,30.9
IRQ V NOR,Iraq,24,ZAID ISMAEL,28.6
IRQ V NOR,Iraq,10,MOHANAD ALI,28.9
IRQ V NOR,Iraq,11,AHMED QASEM,28.0
IRQ V NOR,Iraq,14,ZIDANE IQBAL,28.2
IRQ V NOR,Iraq,21,MARKO FARJI,31.9
IRQ V NOR,Iraq,25,MUSTAFA SAADOON,31.6
IRQ V NOR,Norway,1,Orjan NYLAND,19.8
IRQ V NOR,Norway,3,Kristoffer AJER,31.8
IRQ V NOR,Norway,5,David MOLLER WOLFE,33.4
IRQ V NOR,Norway,7,Alexander SORLOTH,32.7
IRQ V NOR,Norway,8,Sander BERGE,28.4
IRQ V NOR,Norway,9,Erling HAALAND,36.5
IRQ V NOR,Norway,10,Martin ODEGAARD,30.0
IRQ V NOR,Norway,14,Fredrik AURSNES,30.4
IRQ V NOR,Norway,17,Torbjorn HEGGEM,31.0
IRQ V NOR,Norway,20,Antonio NUSA,31.6
IRQ V NOR,Norway,26,Julian RYERSON,30.2
IRQ V NOR,Norway,4,Leo OSTIGARD,26.8
IRQ V NOR,Norway,6,Patrick BERG,26.4
IRQ V NOR,Norway,18,Kristian THORSTVEDT,26.5
IRQ V NOR,Norway,21,Andreas SCHJELDERUP,32.8
IRQ V NOR,Norway,22,Oscar BOBB,33.4
NOR V SEN,Norway,1,Orjan NYLAND,27.6
NOR V SEN,Norway,3,Kristoffer AJER,30.9
NOR V SEN,Norway,5,David MOLLER WOLFE,32.2
NOR V SEN,Norway,7,Alexander SORLOTH,32.4
NOR V SEN,Norway,8,Sander BERGE,30.4
NOR V SEN,Norway,9,Erling HAALAND,35.2
NOR V SEN,Norway,10,Martin ODEGAARD,32.0
NOR V SEN,Norway,14,Fredrik AURSNES,30.1
NOR V SEN,Norway,17,Torbjorn HEGGEM,28.8
NOR V SEN,Norway,20,Antonio NUSA,33.4
NOR V SEN,Norway,26,Julian RYERSON,27.7
NOR V SEN,Norway,4,Leo OSTIGARD,21.3
NOR V SEN,Norway,6,Patrick BERG,29.7
NOR V SEN,Norway,16,Marcus HOLMGREN PEDERSEN,33.4
NOR V SEN,Norway,21,Andreas SCHJELDERUP,29.5
NOR V SEN,Norway,22,Oscar BOBB,27.0
NOR V SEN,Senegal,16,Edouard MENDY,20.5
NOR V SEN,Senegal,3,Kalidou KOULIBALY,29.8
NOR V SEN,Senegal,5,Idrissa Gana GUEYE,29.9
NOR V SEN,Senegal,8,Lamine CAMARA,30.6
NOR V SEN,Senegal,10,Sadio MANE,29.6
NOR V SEN,Senegal,11,Nicolas JACKSON,31.7
NOR V SEN,Senegal,15,Krepin DIATTA,31.1
NOR V SEN,Senegal,18,Ismaila SARR,34.5
NOR V SEN,Senegal,19,Moussa NIAKHATE,30.9
NOR V SEN,Senegal,25,El Hadji Malick DIOUF,31.0
NOR V SEN,Senegal,26,Pape GUEYE,31.5
NOR V SEN,Senegal,23,Mory DIAW,19.5
NOR V SEN,Senegal,6,Pathe CISS,25.2
NOR V SEN,Senegal,14,Ismail JAKOBS,31.6
NOR V SEN,Senegal,17,Pape Matar SARR,28.2
NOR V SEN,Senegal,20,Ibrahim MBAYE,34.7
FRA V IRQ,France,16,Mike MAIGNAN,26.4
FRA V IRQ,France,3,Lucas DIGNE,30.0
FRA V IRQ,France,4,Dayot UPAMECANO,30.2
FRA V IRQ,France,5,Jules KOUNDE,29.7
FRA V IRQ,France,6,Manu KONE,27.8
FRA V IRQ,France,7,Ousmane DEMBELE,29.3
FRA V IRQ,France,10,Kylian MBAPPE,33.4
FRA V IRQ,France,11,Michael OLISE,34.7
FRA V IRQ,France,12,Bradley BARCOLA,34.7
FRA V IRQ,France,14,Adrien RABIOT,29.2
FRA V IRQ,France,17,William SALIBA,29.3
FRA V IRQ,France,2,Malo GUSTO,26.2
FRA V IRQ,France,9,Marcus THURAM,22.1
FRA V IRQ,France,20,Desire DOUE,31.5
FRA V IRQ,France,24,Rayan CHERKI,30.8
FRA V IRQ,France,25,Maghnes AKLIOUCHE,26.6
FRA V IRQ,Iraq,22,AHMED BASIL,21.9
FRA V IRQ,Iraq,3,HUSSEIN ALI,32.1
FRA V IRQ,Iraq,4,ZAID TAHSEEN,31.3
FRA V IRQ,Iraq,5,AKAM HASHIM,33.7
FRA V IRQ,Iraq,8,IBRAHIM BAYESH,30.5
FRA V IRQ,Iraq,11,AHMED QASEM,32.0
FRA V IRQ,Iraq,14,ZIDANE IQBAL,30.2
FRA V IRQ,Iraq,16,AMIR ALAMMARI,30.5
FRA V IRQ,Iraq,18,AYMEN HUSSEIN,31.2
FRA V IRQ,Iraq,23,MERCHAS DOSKI,30.2
FRA V IRQ,Iraq,24,ZAID ISMAEL,30.8
FRA V IRQ,Iraq,2,REBIN SULAKA,30.7
FRA V IRQ,Iraq,7,YOUSSEF AMYN,28.3
FRA V IRQ,Iraq,9,ALI ALHAMADI,30.7
FRA V IRQ,Iraq,20,AIMAR SHER,24.6
FRA V IRQ,Iraq,21,MARKO FARJI,29.0
ARG V ALG,Argentina,23,Emiliano MARTINEZ,21.3
ARG V ALG,Argentina,4,Gonzalo MONTIEL,31.3
ARG V ALG,Argentina,6,Lisandro MARTINEZ,27.8
ARG V ALG,Argentina,7,Rodrigo DE PAUL,30.9
ARG V ALG,Argentina,10,Lionel MESSI,29.4
ARG V ALG,Argentina,13,Cristian ROMERO,29.9
ARG V ALG,Argentina,16,Thiago ALMADA,29.9
ARG V ALG,Argentina,20,Alexis MAC ALLISTER,27.9
ARG V ALG,Argentina,22,Lautaro MARTINEZ,30.4
ARG V ALG,Argentina,24,Enzo FERNANDEZ,30.5
ARG V ALG,Argentina,25,Facundo MEDINA,31.2
ARG V ALG,Argentina,9,Julian ALVAREZ,29.9
ARG V ALG,Argentina,15,Nico GONZALEZ,33.4
ARG V ALG,Argentina,18,Nico PAZ,30.0
ARG V ALG,Argentina,19,Nicolas OTAMENDI,26.2
ARG V ALG,Argentina,26,Nahuel MOLINA,33.7
ARG V ALG,Algeria,23,Luca ZIDANE,22.0
ARG V ALG,Algeria,2,Aissa MANDI,29.5
ARG V ALG,Algeria,9,Amine GOUIRI,26.2
ARG V ALG,Algeria,10,Fares CHAIBI,32.7
ARG V ALG,Algeria,11,Anis HADJ MOUSSA,28.7
ARG V ALG,Algeria,14,Hicham BOUDAOUI,29.6
ARG V ALG,Algeria,15,Rayan AIT,29.3
ARG V ALG,Algeria,17,Rafik BELGHALI,33.0
ARG V ALG,Algeria,19,Nabil BENTALEB,30.9
ARG V ALG,Algeria,21,Ramy BENSEBAINI,29.8
ARG V ALG,Algeria,22,Ibrahim MAZA,28.4
ARG V ALG,Algeria,6,Ramiz ZERROUKI,25.3
ARG V ALG,Algeria,7,Riyad MAHREZ,30.3
ARG V ALG,Algeria,8,Houssem AOUAR,31.5
ARG V ALG,Algeria,18,Mohamed AMOURA,29.0
ARG V ALG,Algeria,20,Adil BOULBINA,24.6
AUT V JOR,Austria,1,Alexander SCHLAGER,30.1
AUT V JOR,Austria,4,Xaver SCHLAGER,27.0
AUT V JOR,Austria,5,Stefan POSCH,32.4
AUT V JOR,Austria,6,Nicolas SEIWALD,32.7
AUT V JOR,Austria,8,David ALABA,31.2
AUT V JOR,Austria,9,Marcel SABITZER,33.6
AUT V JOR,Austria,14,Sasa KALAJDZIC,29.5
AUT V JOR,Austria,15,Philipp LIENHART,32.1
AUT V JOR,Austria,16,Phillip MWENE,30.8
AUT V JOR,Austria,18,Romano SCHMID,32.5
AUT V JOR,Austria,20,Konrad LAIMER,34.1
AUT V JOR,Austria,3,Kevin DANSO,29.7
AUT V JOR,Austria,7,Marko ARNAUTOVIC,28.8
AUT V JOR,Austria,17,Carney CHUKWUEMEKA,29.4
AUT V JOR,Austria,21,Patrick WIMMER,30.3
AUT V JOR,Austria,24,Paul WANNER,27.9
AUT V JOR,Jordan,1,YAZEED ABULAILA,19.8
AUT V JOR,Jordan,3,ABDALLAH NASIB,29.2
AUT V JOR,Jordan,5,YAZAN ALARAB,32.4
AUT V JOR,Jordan,8,NOOR ALRAWABDEH,30.6
AUT V JOR,Jordan,9,ALI OLWAN,32.7
AUT V JOR,Jordan,10,MOUSA ALTAMARI,34.0
AUT V JOR,Jordan,11,ODEH FAKHOURY,34.5
AUT V JOR,Jordan,16,MOHAMMAD ABUALNADI,31.2
AUT V JOR,Jordan,20,MOHANNAD ABUTAHA,31.2
AUT V JOR,Jordan,21,NIZAR ALRASHDAN,29.6
AUT V JOR,Jordan,23,EHSAN HADDAD,29.9
AUT V JOR,Jordan,13,MAHMOUD ALMARDI,27.5
AUT V JOR,Jordan,17,SALEEM OBAID,26.7
AUT V JOR,Jordan,19,SAED ALROSAN,31.0
AUT V JOR,Jordan,24,ALI AZAIZEH,30.0
AUT V JOR,Jordan,25,MOHAMMAD ALDAOUD,25.9
ARG V AUT,Argentina,23,Emiliano MARTINEZ,20.2
ARG V AUT,Argentina,6,Lisandro MARTINEZ,29.7
ARG V AUT,Argentina,7,Rodrigo DE PAUL,31.8
ARG V AUT,Argentina,10,Lionel MESSI,29.7
ARG V AUT,Argentina,13,Cristian ROMERO,27.7
ARG V AUT,Argentina,16,Thiago ALMADA,31.3
ARG V AUT,Argentina,20,Alexis MAC ALLISTER,28.6
ARG V AUT,Argentina,22,Lautaro MARTINEZ,29.1
ARG V AUT,Argentina,24,Enzo FERNANDEZ,31.3
ARG V AUT,Argentina,25,Facundo MEDINA,32.3
ARG V AUT,Argentina,26,Nahuel MOLINA,32.6
ARG V AUT,Argentina,3,Nicolas TAGLIAFICO,28.6
ARG V AUT,Argentina,5,Leandro PAREDES,29.3
ARG V AUT,Argentina,9,Julian ALVAREZ,33.6
ARG V AUT,Argentina,15,Nico GONZALEZ,32.1
ARG V AUT,Argentina,19,Nicolas OTAMENDI,28.8
ARG V AUT,Austria,1,Alexander SCHLAGER,24.4
ARG V AUT,Austria,3,Kevin DANSO,31.8
ARG V AUT,Austria,4,Xaver SCHLAGER,32.7
ARG V AUT,Austria,5,Stefan POSCH,30.8
ARG V AUT,Austria,6,Nicolas SEIWALD,31.9
ARG V AUT,Austria,8,David ALABA,28.1
ARG V AUT,Austria,9,Marcel SABITZER,31.6
ARG V AUT,Austria,11,Michael GREGORITSCH,28.0
ARG V AUT,Austria,18,Romano SCHMID,31.2
ARG V AUT,Austria,20,Konrad LAIMER,34.0
ARG V AUT,Austria,24,Paul WANNER,28.1
ARG V AUT,Austria,7,Marko ARNAUTOVIC,25.9
ARG V AUT,Austria,17,Carney CHUKWUEMEKA,30.7
ARG V AUT,Austria,21,Patrick WIMMER,31.5
ARG V AUT,Austria,22,Alexander PRASS,31.0
ARG V AUT,Austria,23,Marco FRIEDL,29.5
JOR V ALG,Jordan,1,YAZEED ABULAILA,23.5
JOR V ALG,Jordan,3,ABDALLAH NASIB,31.4
JOR V ALG,Jordan,4,HUSAM ABUDAHAB,32.0
JOR V ALG,Jordan,5,YAZAN ALARAB,30.8
JOR V ALG,Jordan,8,NOOR ALRAWABDEH,32.3
JOR V ALG,Jordan,9,ALI OLWAN,32.6
JOR V ALG,Jordan,10,MOUSA ALTAMARI,34.6
JOR V ALG,Jordan,13,MAHMOUD ALMARDI,28.9
JOR V ALG,Jordan,20,MOHANNAD ABUTAHA,31.8
JOR V ALG,Jordan,21,NIZAR ALRASHDAN,31.1
JOR V ALG,Jordan,23,EHSAN HADDAD,30.9
JOR V ALG,Jordan,2,MOHAMMAD ABUHASHEESH,27.6
JOR V ALG,Jordan,7,MOHAMMAD ABUZRAIQ,31.4
JOR V ALG,Jordan,11,ODEH FAKHOURY,29.0
JOR V ALG,Jordan,17,SALEEM OBAID,24.1
JOR V ALG,Jordan,24,ALI AZAIZEH,29.9
JOR V ALG,Algeria,23,Luca ZIDANE,27.8
JOR V ALG,Algeria,2,Aissa MANDI,30.0
JOR V ALG,Algeria,6,Ramiz ZERROUKI,30.0
JOR V ALG,Algeria,7,Riyad MAHREZ,31.2
JOR V ALG,Algeria,9,Amine GOUIRI,29.5
JOR V ALG,Algeria,10,Fares CHAIBI,30.9
JOR V ALG,Algeria,14,Hicham BOUDAOUI,29.8
JOR V ALG,Algeria,15,Rayan AIT,33.5
JOR V ALG,Algeria,17,Rafik BELGHALI,30.1
JOR V ALG,Algeria,21,Ramy BENSEBAINI,33.3
JOR V ALG,Algeria,22,Ibrahim MAZA,32.7
JOR V ALG,Algeria,5,Zineddine BELAID,27.2
JOR V ALG,Algeria,11,Anis HADJ MOUSSA,29.4
JOR V ALG,Algeria,12,Nadhir BENBOUALI,30.1
JOR V ALG,Algeria,13,Jaouen HADJAM,27.0
JOR V ALG,Algeria,19,Nabil BENTALEB,29.7
POR V COD,Portugal,1,DIOGO COSTA,22.9
POR V COD,Portugal,4,TOMAS ARAUJO,29.4
POR V COD,Portugal,7,CRISTIANO RONALDO,30.7
POR V COD,Portugal,8,BRUNO FERNANDES,31.2
POR V COD,Portugal,10,BERNARDO SILVA,28.5
POR V COD,Portugal,13,RENATO VEIGA,32.4
POR V COD,Portugal,15,JOAO NEVES,29.2
POR V COD,Portugal,18,PEDRO NETO,34.8
POR V COD,Portugal,20,JOAO CANCELO,28.5
POR V COD,Portugal,23,VITINHA,31.4
POR V COD,Portugal,25,NUNO MENDES,31.5
POR V COD,Portugal,2,NELSON SEMEDO,31.1
POR V COD,Portugal,9,GONCALO RAMOS,31.9
POR V COD,Portugal,17,RAFAEL LEAO,30.1
POR V COD,Portugal,26,FRANCISCO CONCEICAO,32.9
POR V COD,Congo DR,1,Lionel MPASI,24.4
POR V COD,Congo DR,2,Aaron WAN,31.6
POR V COD,Congo DR,3,Steve KAPUADI,32.8
POR V COD,Congo DR,4,Axel TUANZEBE,28.5
POR V COD,Congo DR,6,Ngalayel MUKAU,30.5
POR V COD,Congo DR,8,Samuel MOUTOUSSAMY,29.9
POR V COD,Congo DR,17,Cedric BAKAMBU,32.3
POR V COD,Congo DR,20,Yoane WISSA,33.4
POR V COD,Congo DR,22,Chancel MBEMBA,32.2
POR V COD,Congo DR,25,Edo KAYEMBE,28.4
POR V COD,Congo DR,26,Arthur MASUAKU,32.5
POR V COD,Congo DR,12,Joris KAYEMBE,25.5
POR V COD,Congo DR,14,Noah SADIKI,30.5
POR V COD,Congo DR,18,Charles PICKEL,33.2
POR V COD,Congo DR,23,Simon BANZA,29.0
POR V COD,Congo DR,24,Gedeon KALULU,28.0
UZB V COL,Uzbekistan,1,Utkir YUSUPOV,22.5
UZB V COL,Uzbekistan,2,Abdukodir KHUSANOV,36.5
UZB V COL,Uzbekistan,5,Rustam ASHURMATOV,30.3
UZB V COL,Uzbekistan,6,Akmal MOZGOVOY,28.3
UZB V COL,Uzbekistan,7,Otabek SHUKUROV,28.5
UZB V COL,Uzbekistan,11,Oston URUNOV,30.4
UZB V COL,Uzbekistan,13,Sherzod NASRULLAEV,26.6
UZB V COL,Uzbekistan,14,Eldor SHOMURODOV,30.2
UZB V COL,Uzbekistan,18,Abdulla ABDULLAEV,30.3
UZB V COL,Uzbekistan,22,Abbosbek FAYZULLAEV,33.9
UZB V COL,Uzbekistan,24,Behruzjon KARIMOV,32.2
UZB V COL,Uzbekistan,4,Farrukh SAYFIEV,30.6
UZB V COL,Uzbekistan,17,Dostonbek KHAMDAMOV,32.3
UZB V COL,Uzbekistan,20,Azizbek AMONOV,30.1
UZB V COL,Uzbekistan,21,Igor SERGEEV,27.0
UZB V COL,Uzbekistan,26,Jakhongir UROZOV,30.8
UZB V COL,Colombia,12,Camilo VARGAS,22.5
UZB V COL,Colombia,2,Daniel MUNOZ,30.2
UZB V COL,Colombia,3,Jhon LUCUMI,32.9
UZB V COL,Colombia,7,Luis DIAZ,34.6
UZB V COL,Colombia,10,James RODRIGUEZ,26.2
UZB V COL,Colombia,11,Jhon ARIAS,30.2
UZB V COL,Colombia,14,Gustavo PUERTA,29.3
UZB V COL,Colombia,16,Jefferson LERMA,32.3
UZB V COL,Colombia,17,Johan MOJICA,33.8
UZB V COL,Colombia,23,Davinson SANCHEZ,31.8
UZB V COL,Colombia,25,Luis SUAREZ,33.3
UZB V COL,Colombia,5,Kevin CASTANO,27.2
UZB V COL,Colombia,6,Richard RIOS,28.9
UZB V COL,Colombia,19,Cucho HERNANDEZ,32.3
UZB V COL,Colombia,21,Jaminton CAMPAZ,26.1
UZB V COL,Colombia,26,Andres GOMEZ,28.4
POR V GHA,Portugal,1,DIOGO COSTA,24.1
POR V GHA,Portugal,3,RUBEN DIAS,32.1
POR V GHA,Portugal,7,CRISTIANO RONALDO,31.6
POR V GHA,Portugal,8,BRUNO FERNANDES,31.0
POR V GHA,Portugal,11,JOAO FELIX,32.0
POR V GHA,Portugal,13,RENATO VEIGA,27.3
POR V GHA,Portugal,15,JOAO NEVES,30.4
POR V GHA,Portugal,18,PEDRO NETO,34.4
POR V GHA,Portugal,20,JOAO CANCELO,30.1
POR V GHA,Portugal,23,VITINHA,30.0
POR V GHA,Portugal,25,NUNO MENDES,34.3
POR V GHA,Portugal,2,NELSON SEMEDO,33.8
POR V GHA,Portugal,10,BERNARDO SILVA,29.6
POR V GHA,Portugal,16,FRANCISCO TRINCAO,29.2
POR V GHA,Portugal,17,RAFAEL LEAO,30.8
POR V GHA,Portugal,26,FRANCISCO CONCEICAO,33.4
POR V GHA,Uzbekistan,12,Abduvohid NEMATOV,25.1
POR V GHA,Uzbekistan,2,Abdukodir KHUSANOV,35.6
POR V GHA,Uzbekistan,5,Rustam ASHURMATOV,30.8
POR V GHA,Uzbekistan,7,Otabek SHUKUROV,30.7
POR V GHA,Uzbekistan,9,Odiljon XAMROBEKOV,28.6
POR V GHA,Uzbekistan,13,Sherzod NASRULLAEV,34.1
POR V GHA,Uzbekistan,14,Eldor SHOMURODOV,34.0
POR V GHA,Uzbekistan,18,Abdulla ABDULLAEV,32.5
POR V GHA,Uzbekistan,19,Azizjon GANIEV,29.9
POR V GHA,Uzbekistan,22,Abbosbek FAYZULLAEV,31.7
POR V GHA,Uzbekistan,24,Behruzjon KARIMOV,30.9
POR V GHA,Uzbekistan,3,Khojiakbar ALIJONOV,32.4
POR V GHA,Uzbekistan,6,Akmal MOZGOVOY,32.2
POR V GHA,Uzbekistan,10,Ruslanbek JIYANOV,29.4
POR V GHA,Uzbekistan,21,Igor SERGEEV,24.8
POR V GHA,Uzbekistan,23,Sherzod ESANOV,26.8
COL V COD,Colombia,12,Camilo VARGAS,25.7
COL V COD,Colombia,2,Daniel MUNOZ,30.3
COL V COD,Colombia,3,Jhon LUCUMI,30.9
COL V COD,Colombia,7,Luis DIAZ,32.7
COL V COD,Colombia,10,James RODRIGUEZ,24.2
COL V COD,Colombia,11,Jhon ARIAS,30.6
COL V COD,Colombia,14,Gustavo PUERTA,31.3
COL V COD,Colombia,16,Jefferson LERMA,28.6
COL V COD,Colombia,17,Johan MOJICA,31.5
COL V COD,Colombia,23,Davinson SANCHEZ,32.8
COL V COD,Colombia,25,Luis SUAREZ,31.7
COL V COD,Colombia,6,Richard RIOS,28.7
COL V COD,Colombia,9,Jhon CORDOBA,28.2
COL V COD,Colombia,20,Juan QUINTERO,26.0
COL V COD,Congo DR,1,Lionel MPASI,19.6
COL V COD,Congo DR,2,Aaron WAN,31.2
COL V COD,Congo DR,3,Steve KAPUADI,32.8
COL V COD,Congo DR,4,Axel TUANZEBE,30.6
COL V COD,Congo DR,6,Ngalayel MUKAU,32.4
COL V COD,Congo DR,8,Samuel MOUTOUSSAMY,31.1
COL V COD,Congo DR,17,Cedric BAKAMBU,33.2
COL V COD,Congo DR,20,Yoane WISSA,28.7
COL V COD,Congo DR,22,Chancel MBEMBA,30.3
COL V COD,Congo DR,25,Edo KAYEMBE,31.3
COL V COD,Congo DR,26,Arthur MASUAKU,31.9
COL V COD,Congo DR,7,Nathanael MBUKU,32.4
COL V COD,Congo DR,12,Joris KAYEMBE,29.7
COL V COD,Congo DR,14,Noah SADIKI,30.9
COL V COD,Congo DR,18,Charles PICKEL,30.8
COL V COD,Congo DR,23,Simon BANZA,29.9
GHA V PAN,Ghana,1,Lawrence Ati ZIGI,22.3
GHA V PAN,Ghana,3,Caleb YIRENKYI,30.9
GHA V PAN,Ghana,4,Jonas ADJETEY,31.0
GHA V PAN,Ghana,9,Jordan AYEW,29.7
GHA V PAN,Ghana,11,Antoine SEMENYO,34.5
GHA V PAN,Ghana,14,Gideon MENSAH,29.6
GHA V PAN,Ghana,15,Elisha OWUSU,28.8
GHA V PAN,Ghana,18,Jerome OPOKU,28.8
GHA V PAN,Ghana,22,Kamaldeen SULEMANA,33.2
GHA V PAN,Ghana,24,Ernest NUAMAH,33.3
GHA V PAN,Ghana,26,Marvin SENAYA,31.6
GHA V PAN,Ghana,16,Benjamin ASARE,26.6
GHA V PAN,Ghana,7,Abdul FATAWU,28.3
GHA V PAN,Ghana,8,Kwasi SIBO,25.6
GHA V PAN,Ghana,10,Brandon THOMAS,33.2
GHA V PAN,Ghana,25,Prince ADU,31.2
GHA V PAN,Panama,22,Orlando MOSQUERA,24.8
GHA V PAN,Panama,2,Cesar BLACKMAN,32.0
GHA V PAN,Panama,3,Jose CORDOBA,33.8
GHA V PAN,Panama,6,Cristian MARTINEZ,29.8
GHA V PAN,Panama,7,Jose Luis RODRIGUEZ,31.6
GHA V PAN,Panama,11,Edgar Yoel BARCENAS,27.3
GHA V PAN,Panama,13,Jiovany RAMOS,31.7
GHA V PAN,Panama,14,Carlos HARVEY,29.9
GHA V PAN,Panama,16,Andres ANDRADE,31.0
GHA V PAN,Panama,18,Cecilio WATERMAN,30.0
GHA V PAN,Panama,23,Amir MURILLO,32.6
GHA V PAN,Panama,10,Ismael DIAZ,29.5
GHA V PAN,Panama,17,Jose FAJARDO,30.4
GHA V PAN,Panama,20,Anibal GODOY,27.2
GHA V PAN,Panama,24,Azarias LONDONO,30.8
ENG V CRO,England,1,Jordan PICKFORD,26.4
ENG V CRO,England,2,Ezri KONSA,27.6
ENG V CRO,England,3,Nico OREILLY,33.1
ENG V CRO,England,4,Declan RICE,28.9
ENG V CRO,England,5,John STONES,27.5
ENG V CRO,England,8,Elliot ANDERSON,29.1
ENG V CRO,England,9,Harry KANE,28.0
ENG V CRO,England,10,Jude BELLINGHAM,32.0
ENG V CRO,England,18,Anthony GORDON,31.2
ENG V CRO,England,20,Noni MADUEKE,34.1
ENG V CRO,England,24,Reece JAMES,31.2
ENG V CRO,England,6,Marc GUEHI,26.2
ENG V CRO,England,7,Bukayo SAKA,32.0
ENG V CRO,England,11,Marcus RASHFORD,32.5
ENG V CRO,England,17,Morgan ROGERS,30.7
ENG V CRO,England,25,Djed SPENCE,35.2
ENG V CRO,Croatia,1,Dominik LIVAKOVIC,26.9
ENG V CRO,Croatia,2,Josip STANISIC,32.2
ENG V CRO,Croatia,4,Josko GVARDIOL,34.1
ENG V CRO,Croatia,6,Josip SUTALO,29.7
ENG V CRO,Croatia,10,Luka MODRIC,30.7
ENG V CRO,Croatia,14,Ivan PERISIC,31.2
ENG V CRO,Croatia,15,Mario PASALIC,31.9
ENG V CRO,Croatia,16,Martin BATURINA,30.5
ENG V CRO,Croatia,17,Petar SUCIC,29.7
ENG V CRO,Croatia,22,Luka VUSKOVIC,29.0
ENG V CRO,Croatia,26,Petar MUSA,31.4
ENG V CRO,Croatia,8,Mateo KOVACIC,26.7
ENG V CRO,Croatia,9,Andrej KRAMARIC,30.6
ENG V CRO,Croatia,13,Nikola VLASIC,31.8
ENG V CRO,Croatia,20,Igor MATANOVIC,30.5
ENG V CRO,Croatia,24,Marco PASALIC,30.3
ENG V GHA,England,1,Jordan PICKFORD,26.6
ENG V GHA,England,2,Ezri KONSA,32.5
ENG V GHA,England,4,Declan RICE,32.3
ENG V GHA,England,6,Marc GUEHI,32.6
ENG V GHA,England,8,Elliot ANDERSON,28.6
ENG V GHA,England,9,Harry KANE,30.8
ENG V GHA,England,10,Jude BELLINGHAM,30.8
ENG V GHA,England,18,Anthony GORDON,33.2
ENG V GHA,England,20,Noni MADUEKE,33.3
ENG V GHA,England,24,Reece JAMES,33.6
ENG V GHA,England,25,Djed SPENCE,34.0
ENG V GHA,England,3,Nico OREILLY,32.8
ENG V GHA,England,7,Bukayo SAKA,30.0
ENG V GHA,England,11,Marcus RASHFORD,29.2
ENG V GHA,England,17,Morgan ROGERS,26.6
ENG V GHA,England,21,Eberechi EZE,26.7
ENG V GHA,Ghana,16,Benjamin ASARE,17.9
ENG V GHA,Ghana,3,Caleb YIRENKYI,31.3
ENG V GHA,Ghana,4,Jonas ADJETEY,29.4
ENG V GHA,Ghana,5,Thomas PARTEY,28.3
ENG V GHA,Ghana,8,Kwasi SIBO,30.0
ENG V GHA,Ghana,9,Jordan AYEW,30.6
ENG V GHA,Ghana,11,Antoine SEMENYO,35.1
ENG V GHA,Ghana,14,Gideon MENSAH,33.2
ENG V GHA,Ghana,18,Jerome OPOKU,29.2
ENG V GHA,Ghana,19,Inaki WILLIAMS,33.5
ENG V GHA,Ghana,26,Marvin SENAYA,29.8
ENG V GHA,Ghana,7,Abdul FATAWU,30.8
ENG V GHA,Ghana,17,Baba RAHMAN,23.7
ENG V GHA,Ghana,21,Kojo Peprah OPPONG,25.2
ENG V GHA,Ghana,25,Prince ADU,33.7
PAN V CRO,Panama,22,Orlando MOSQUERA,24.2
PAN V CRO,Panama,2,Cesar BLACKMAN,32.9
PAN V CRO,Panama,3,Jose CORDOBA,31.6
PAN V CRO,Panama,6,Cristian MARTINEZ,30.9
PAN V CRO,Panama,7,Jose Luis RODRIGUEZ,32.3
PAN V CRO,Panama,11,Edgar Yoel BARCENAS,29.5
PAN V CRO,Panama,13,Jiovany RAMOS,29.6
PAN V CRO,Panama,14,Carlos HARVEY,28.7
PAN V CRO,Panama,16,Andres ANDRADE,32.6
PAN V CRO,Panama,17,Jose FAJARDO,33.2
PAN V CRO,Panama,23,Amir MURILLO,34.1
PAN V CRO,Panama,9,Tomas RODRIGUEZ,30.7
PAN V CRO,Panama,15,Eric DAVIS,26.0
PAN V CRO,Panama,18,Cecilio WATERMAN,30.3
PAN V CRO,Panama,24,Azarias LONDONO,27.1
PAN V CRO,Croatia,1,Dominik LIVAKOVIC,22.9
PAN V CRO,Croatia,2,Josip STANISIC,33.7
PAN V CRO,Croatia,3,Marin PONGRACIC,32.2
PAN V CRO,Croatia,4,Josko GVARDIOL,33.2
PAN V CRO,Croatia,6,Josip SUTALO,32.3
PAN V CRO,Croatia,8,Mateo KOVACIC,31.7
PAN V CRO,Croatia,10,Luka MODRIC,30.0
PAN V CRO,Croatia,14,Ivan PERISIC,32.2
PAN V CRO,Croatia,16,Martin BATURINA,33.6
PAN V CRO,Croatia,24,Marco PASALIC,33.3
PAN V CRO,Croatia,26,Petar MUSA,27.8
PAN V CRO,Croatia,9,Andrej KRAMARIC,30.3
PAN V CRO,Croatia,11,Ante BUDIMIR,31.0
PAN V CRO,Croatia,15,Mario PASALIC,26.7
PAN V CRO,Croatia,17,Petar SUCIC,31.6
PAN V CRO,Croatia,21,Luka SUCIC,29.8
